,Review,Rating
12761,"best hilton, listed major points belowdiningthe staff not welcoming tried hard rush meal like policy, food lovely fresh fruit delicious.roomswe staying 33rd floor views fab, celings high beds comfortable little small double, bathroom black marble surfaces large shower/bath loo, giant plasma t.v great, fact room big nice, thing saddened view ground 0 night anawful view nice improvements.conciergeduring day staff polite extremly helpful night different, asked nearest sit pizza place lady said erm street make left, did shut, walked 100 yards really nice little place pool exercise roomthe pool great big size nearly fab views window changing rooms clean, pool guy helpful tips, exercise room looked really nice clean pretty average.other tipsgo 55th floor look view- great just dont suites, not adverturous 54th floor look, pool busyiest 6:30 7 pm closing time 10 people like late dip going just bit earlier means eating dinner, look flag concierge bit ground floor interesting history,  ",5
8165,"great location service, decor needs touching rare urban setting palm trees swaying hotel window, barcelona hilton pulls great location tree-lined avinguda diagonal, walking distance restaurants shopping center metro station, staff multi-lingual friendly heard assisting guests english spanish german portuguese french, rooms comfortable cold sterile, redone modern ikea-type style silver metallic fictures really lack type warmth personality, beds comfortable air conditioning blowing cool air good variety tv channels, lobby looking bit dated definitely does not match decor rooms awkward combination low ceilings slightly tired atrium, overall great location comfortable rooms good service make hilton fairly good choice barcelona stay,  ",5
3331,"pleasant stayed caribe hilton nights 3/15-18, concluded room assignment highly variable big determinant reviewers rated hotel, spent night main building, forced stay room- trip disappointing, old worn dated cracks, expect motel 6, fortunately- moved honors tower, beautiful, and- facing old san juan ocean- quiet did not hear construction noise, unfortunate resort variability quality rooms noise level quality concierge service bar service, case concierge helpful desk- vacant no real assistance provided, housekeeping adequate- removed towel hanging bathroom door hook chamois bring travel react detergents hotels use, management did nothing did not return calls discuss resolution, bell service ok- store luggage roped area open air lobby not secure, positive side- beach area nice, pleasant haven- quieter bar area windy, thoroughly enjoyed lemongrass madrid-san juan, drink service mixed bag slow service not necessarily tasty pina coladas- originated hotel overall nice time sj plan return likely stay elsewhere- esj ritz carlton westin, unable fit trip rainforest likely stay closer area old san juan time,  ",3
14191,"paradise, hotel absolutely lovely, decor surroundings beautiful, anywhere- depends looking, went 3 people varying tastes- loved, restaurants pricey- excellent, service great, really beautiful,  ",5
11107,"disappointing hyatt standards family stayed hyatt regency waikiki 7 nights aug 6-13. location hotel perfect-across beach duke statue disappointed rooms sub-standard, bathrooms dingy dirty, rooms decorated cheap out-datted furniture, cleaning lady forgot come middle stay, charged items mini-bar did not, over-priced hotel provides mediocre services immenities, booked vacation package expedia unable change hotel, time definitely stay halekulani,  ",2
1393,"beautiful quiet hotel great location husband stayed lenox 14th-17th november 2005 wonderful relaxing time, upgraded corner suite extra cost night bargain, n't pleased.i stayed beautifully appointed comfortable quiet room, felt people staying hotel quiet ate breakfast azure restaurant morning delicious really set day, waiting staff friendly courteous, waiter remembered drank tea not coffee second morning location hotel excellent easy walking distance things including boston common t stop just street.we expecting baby shortly leaving trip celebratory trip honestly say not better.all excellent stay hotel definitely return future.highly recommended,  ",5
9086,"good not great just stayed london sofitel expectations high, unfortunately not met, hotel location excellent central want amsterdam, check-in okay liked desk short-staffed, attempting use business center check e-mail did n't work desk assist swamped check-ins, morning swamped check-outs.the room small bed not comfortable, room facing alley noisey, hard sleep past 5:00 noise especially partly u.s. time.i say staff generally helpful overworked boardering burnout, bellman great overworked trying cabs luggage, lot tour groups coming overload place, room service overpriced 0 continental rolls adhesive labels, room 40 excluding breakfast overpriced,  ",3
18880,"ehhh not great arrived not reservation, left waiting 2 hours finally got room, brought room smelled like bleach floors wet, pool great nice big, drinks good overall exception lady greeted desk staff good, night woke cockroach bed big food not good flys stuff food grossed, ate pizza, overall rate trip scale 1 5 3. beach beautiful wan na parasailing stuff leave waiting hours, pushy merchants town trying sell stuff hotel, rude rip bargain, tried sell dinky necklace 50 lol, say goin dr stay dreams resorts better,  ",2
3878,"betterthan expected skeptical staying hotel reading reviews site, fact reading mixed reviews ready change mind, choices sold, decided chance telling wife not expect world.i glad hotels sold great time, not understand bad reviews, seasoned traveler stayed kinds hotels 5 0 stars, hotel lot better rating, grounds beautiful food good plentiful good food drinks, shows good not best punta cana melia caribe tropical better shows things need better vendors kind annoying came evening week, not big deal.the cleaning ladies talk loud, complaint day quiet.the drinks not best brand not af drinker, presidente beer fine me.reservation la carte restaurant not easiest thing, happy lobster seafood restaurant italian restaurant__Ç_é_ steak great, not, buffet fine, needless say planning trip family,  ",4
14576,"nice wife spending nights paris traveling france hiltonhonors points hilton recommended hotel, glad did, beautiful, area bit beaten track nice walk sidestreets paris want, decors art deco fun lobby large airy courtyard gives rooms great light, service friendly helpful love spend time, thinking,  ",4
14303,"great staff great location stayed hotel plaza mayor 3 nights week march, staff helpful friendly, rooms small exceptionally clean, hotel close plaza mayor sol metro station great shopping,  ",5
5708,"fantastic locatiion booked apartment 4 citadines, allocated smallish adequate double bedroom reasonable sized living room small perfectly functional kitchen end, sofa converted single bed rollaway underneath set seperate bed, perfect teenagers not wanted share beds, beds comfortable, bathroom modern powerful shower lots shelf space, proper coffee available free day foyer excellent.if not paying extra riverview rooms did not recommend asking room higher floor second floor apartment looked courtyard backs buildings, probably brighter higher floor.this citadines aparthotel superb location right banks seine, 3mins walk st michel metro/rer station good links gare du nord eurostar, 10 min stroll eastwards riverside took notre dame 2 islands seine 3 mins stroll opposite direction took bridges seine voila, louvre us.for cafes restaurants champion supermarket walked 3 mins round corner hotel rue buci delightfully atmospheric lively smart unthreatening way.another tip batobus www.batobus.com river bus 8 stops seine including near citadines, used intensively day 12 euros 1 day pass enjoyed alot great scenic way seeing city getting b resting weary feet loads walking, bus operators pleasant spoke good english, overall paris bright clean definitely visit staying citadines try nearer louvre,  ",5
17166,"general info just got comments good nice manicured resort rooms awesome beach pool area great, bar service fast freindly locations.the not good entertainment not best food ok not spectacular, english good key positions reception aquatic center restaurants tend favour european guests easier commincate, felt offered activities resort althought water sports good.other comments no mesquitos therfore little need malaria meds, day safari tour good, enjoyed swimming sharks, wife not overly impressed santa domingo tour saw stuff bus not able walk experience city bar tender recommended paying taxi pace.i felt tipping did not service maid, tipping waiters bartenders gave friendly service not better service.over like mayan coast better thought punta cana offered lot price,  ",4
7622,"great hotel, got room short notice weekend feb. 5-7 best hotel hollywood ca n't beat location, room view, large hotel staff wonderful especially raj, decor cool cool, definitely stay,  ",5
9007,"looking forward visit, just got spending 4 nights barcelona staying regencia colon hotel, ideal place stop reasonably quiet street literally steps buzzing bars shops restaurants, room essential july air-con worked quietly, room clean decorated plenty wardrobe space good en suite bathroom mini bar safe, maybe touch small negative criticism room think, breakfast hotel extra not great honest better cheaper breakfast nearby cafe, staff friendly helpful spoke good english asked recommended restaurant sent priced place la rambla, plenty better cheaper places dinner bari gothic stroll barceloneta, barcelona sure stop regencia colon doubt ca n't really say better,  ",5
1518,"excellent hotel hill got room priceline bid, not paid price turned great place stay money paid lesser hotel, got ta love priceline, hotel centrally located quick walk union square tons restaurants, it__Ç_é_ classy place catering people money nicer intimate fairmout street, business traveler connection internet quite expensive internet cafÄ closeby, tried emails 10 minutes 10, sheesh, room big, not huge just right person, beds great terrific linens, bathrooms clad marble, 7th floor hotel away street noise quiet, room looked bay transamerica tower wasn__Ç_é_ like looking wall building nob hill, walked sears fine foods breakfast day, walking steep hill worked delicious pancakes french toast taken cable car block hotel, really liked clock radio cd player built bring music, definitely stay price right.the hill steep can__Ç_é_ walk try close downtown, walking hill exercise,  ",5
7621,"excellent stayed renaissance hollywood hotel academy awards, overall hotel excellent room good great view, hotel completely busy special event service good,  ",5
18642,"beautiful family resort just returned week christmas holiday family 9 ranging age 12 64. booked charter boston, grounds common areas rooms beautiful clean, jr. suite quite large 2 double beds cot twin bed gave room people, large shower double sinks jacuzzi tub room balcony overlooking pool area mattresses quite hard pillows quite soft, no clock room, all-inclusive, food quite good excellent certainly choices, staff friendly helpful, speak little english make understood list basic spanish words phrases, tipping not required dollar day room bars restaurants appreciated, lots sports activities preteen/teen kids- basketball court tennis courts kayaks boogie boards games day, pool towels early place pool beach chairs reserve place, family enjoyed 1/2 day horseback riding trip site, weather 80 sunny, evenings brought live music terrace outside lobby 10pm small casino late night disco interested bed midnight,  ",5
5040,"favorite hotel italy service hotel better service received home abroad, arrived no luggage, carla son paolo knew happened immediately offered contact airlines bags, took pertinent info calls repeatedly day stay, time trip able simply enjoy italy not deal al italia, bags did finally arrive, room traditionally decorated clean, breakfast ready morning, expected thier service wonderful area, not asked better location, walked, carla paolo gave recommendations incredible restaurants, reservations museums wanted, gave recommendations shops clothing not going kill budget, tuscany favorite trip florence best stay hotel casci, service impeccable truly nicest people met italy,  ",5
9425,"great location noisy stayed 28/12/2007firstly great location train station great staff clean hotel close tourist sites rooms compact bathrooms really small.the taxis que hotel chap blowing whistle direct station early hours, hotel not particually cheap eitherstay mind,  ",3
12161,"sheraton did not dissapoint great stay sheraton booked room package minute.com included twin room buffet breakfast self parking.as going city shop parked early no hassles arrived hotel late evening exhausted just opted room service dinner.. travels great room service meal, beds comfy bathroom big impressive buffet breaky all.the stay near not shower evening, not hotels fault.i definatly stay,  ",5
10789,"great location tiny room couple 30s stayed hotel acro fo 3 nights week april, queens day weekend hotels fully booked, paid average 120 euros night room, desperate no choice, 3 weeks travel france netherlands smallest room stayed maximum paid room stayed 4th floor really tiny like single room converted double hardly space difficult time placing luggage.but not bora bora amsterdam, guess room size ok hardly room, hotel conveniently located museum district, tram 5 hobbemastraat hotel 2 minutes away, happening area leidseplein 5 minutes walk, hip jordaan area 10 minutes walk, location makes small rooms.the room rate includes breakfast mention spread continental no hot food quite decent, desk staff helpful, bar hotel stocked ambience,  ",4
16123,"night review stayed night hotel 3rd june 2006 partner holiday, im priority club club member no huge benefits booked hotel online package included breakfast late checkout, allocated cityview room 5th floor, pleasantly surprised room size large hong kong standards, bed good comfortable room included dvd player.the room looked newly refurbished felt old fashioned compared asian hotels, location kowloon ok good shopping nathan road nightlife good 10 minute walk mtr 15/20 minute walk star ferry hong kong island, free shuttle hotel kowloon airport express railway station, breakfast busy good selection food queues eggs/omlette long gave, thee large number japanese tourists staying hotel time visit.the hotel pool small rooftop offers views harbour surrounding skyline oasis calm,  ",4
18070,"excellent loved excellent service genuinely friendly staff help, gorgeous room duplex grounds, not say exceeded expectations particularly considering price,  ",5
3424,"check reviews, check reviews hotel, school vacations price high place, city great 5 yrs, construction awful beach terrible, old san juan great snorkeling trip, rent car explore, weather wonderful enjoyed resort,  ",2
4859,"beware hype looked hotel week staying london, usually use 5* london bridge wanted west end, trusted reviews chesterfield paid, not good people say, paid king size negotiated recently redecorated rooms, honestly n't swing cat window tiny noisy air vents, walls draped burberry cloth cost lot named chav suite immediately, worst thing king size bed 2 singles pushed, moved room biggest bed offer queen size, room bigger quieter stand shower ceilings low cleverly victorian style vertical drop shower lower shoulder, staff friendly polite location good, apart n't bother, wont going, money better chesterfield,  ",2
8915,"excellent location rooms adults, room quite small, rooms overlooked courtyard sort quiet.excellent air conditioning, elevator, 160 e guess excellent price, cost 37 e cab cdg, did not eat choices available,  ",5
8502,"loved, just spent nights montebello florence 12-14, great hotel smart clean tidy, restaurant great value excellent food wine, waiter brilliant attentive not intrusive, location quiet nice walk river centre, small negative point slighty aloof attitude reception staff male, makes, walking into/out town evening make sure look beavers river arno definitely recommend hotel florence lovely generally friendly safe,  ",4
826,"ordinary not 1000 things croak visited new orleans times trip katrina, took advantage mid-summer discounted rate stay fabled soniat house, nothing special hotel, courtyard main building narrow no fountain dark.my room small cool small bathroom, no lobby speak no bar honor bar little sitting room near desk melting ice bucket warm soft drinks, no way carry ice room.the building street nicer courtyard fountain, saw room facing chartres little bigger tiny closet not big justify regular rate 400 night.i got famous biscuit breakfast day simply hot walk cafe du monde waited taxi airport, biscuits good frozen ones supermarket fresh oj good coffee hot milk, nicely presented tray, 12.50 end chartres quiet long walk shops restaurants acme oyster house cafe du monde places like drop thing morning thing night.the staff esp bellmen cordial monteleone trip enjoy pool proximity galatoire's..,  ",3
19198,"okay rate high hopes hotel read steller reviews, wife disappointed thought ok.her biggest complaint dark rooms hallway bathroom, rooms small guess waikiki, modern interior decor best stayed, housekeeping okay, room n't 4-5pm day stayed days, close waikiki beach best point, parking issue, park private lot 2 blocks hotel, lot busy took 35-40 min spot 9 pm, parking people not nice.i hate write bad review seen eveybody saying great place no flaws, think good place things really looked booking.hope helps,  ",4
4561,"good not great high hopes claris disappointed blandness small rooms curious lobby tiny bar subterranean breakfast areas, just bit poorly styled really wasnt hitting boutique heights hoped, location great staff attentive food fine compare omm feels overpriced does n't hit mark,  ",3
12274,"decent hotel stayed 4 nights holiday inn express french quarter long weekend trip november 2004. leery moderately priced i.e. 200 night french quarter hotels bad reviews site, booked late bit bullet paid rack rate hoped best.this hotel surpassed expectations moderately priced hotel near french quarter, location can__Ç_é_ beat 2 blocks canal bourbon streets, building newly refurbished staff friendly helpful hotel rooms common areas clean, can__Ç_é_ imagine hard housekeeping staff work property looking nice given saw no 6 drunk guests spilling drinks lobby stay imagine people rooms, beds nicely firm room appeared clean, room bathroom small really plenty space sleep shower change clothes, air conditioning bit unpredictable/unusual little patience room did comfortable temperature 30 minutes so.it like non-procrastinators able rates 100 holiday inn express french quarter, certainly jump deal hotel new orleans,  ",4
17072,"amazing amazing amazing, came bahai principe week, amazing holiday, went husband couple n't ask, got upgraded ambar nice surprise felt spoiled, staff amazing food amazing beach beautiful entertainment awesome, n't know trip compare, seconed time punta cana time stayed bavaro princess, thought great bahai step, n't hesitate resort, stay march 20th 27th,  ",5
774,"tier hotel great stay place d'armes hotel well-located excellent place stay new orleans, clean well-managed, working group sales manager karla room block march 09 wedding amazing, far best hotel sales rep worked, true pro,  ",5
14037,"nice hotel perfect location recommend great hotel perfect location, noise street ok did n't lose sleep, design aspect rooms nice little details worth checking, hotel personnel young knowledgable helpful, definitely come,  ",5
11678,"not great good bad points 5 minutes walk away red light district dam square, bad no lift stayed room 19 hotel 8 flights stairs, absolute disaster trying especially luggage, carpet hotel not cleanest sting city tax credit card charges prepared church street bell rings constantly, annoying, advice able walk stairs,  ",2
547,"pretty nice experience honest reading reviews little worried staying, booked group family function, thought overall good experience, really liked health club good machines weights, room attractive bed bit hard tastes, service generally excellent, day room not late afternoon know happen, prices gift shop convenient shopping loved galleria n't bad problem,  ",4
6530,"lovely hotel right heart san fran decided end 2 week californian honeymoon 6 nights san francisco, reading good reviews orchard booked expedia got really good rate, impression hotel really good staff reception welcoming gave maps guides explained cable car stop hotel located, n't helpful.our room spacious clean enormous bed large bathroom, quiet apart odd cable car bell, particularly impressed free wifi laptop reception free dvd hire welcomed day sightseeing.the hotel 5 mins walk downhill union sq main shops, cable car stop powell bush ideal exploring san fran, walked hotel embarcadero fisherman wharf queues cable cars really long, fleet week busy, hotel ideal location sightseeing shopping generally exploring san fran, n't fault service hotel staff extremely friendly, n't hesitate recommend friends definitely stay,  ",5
360,"perfect read past reviews hotel booking rooms 3-night stay late february, not disappointed, hotel located enabling walk student hangouts brooklyn ave dining, parking off-street free, breakfast pretty good serviced, room clean obviously recently updated, hotel operates free shuttle downtown city center small walk space needle pike place market chinatown, shuttle does not pick international district taxi 15 hotel, altogether nice seattle stay thanks university inn,  ",5
14408,"loved antiche figure husband stayed hotel end march/beginning april year 5 days occasion 20th anniversary, upgraded junior suite arrival magnificent windows facing grand canal, suite immaculate day returned hotel baci chocolate laid serviette pillow, en suite bathroom large extremely clean, staff lovely especially reception required advice travelling venice eat, extremely helpful, return venice definitely stay no hesitation recommendng, hotel located railway station easy point,  ",5
2771,"wonderful experience partner just returned 4 glorious days punta cana resort club, arrived beautiful international airport usairways customs 5 minutes paid 10.00 dollar arrival tax, did not check luggage quickly way taxi stand outside pick eager drivers dressed groomed clean autos, beige/sand color official, quick ride hotel 10 minutes best quickly checked taken room golf cart, room king looking gardens huge palms aqua blue ocean, room safe a/c worked great times cold, appointed spacious bath plenty towels clean, nonsmoking offered.i suggest rent golf cart stay 30.00 day worth resort huge beautiful, spent day main beach pick chairs location season summer months, dinner breakfast included buffets giant open air resturant la cana different theme night food wonderful, large variety fruits salads meats breads island specials, service excellent, upset tummy times drank water, bottled water dollar fresh ones brought room morning ice pool bar.we spent second day marina pool selves day, quiet, addition tried marina resturant la yola lunch lovely setting great food bit pricy, 45.00 lunch pasta, grill golf club better lunch place priced 20.00 georgous setting pool selves day, beach bit rocky club house water beautiful view magnificent, say no issues resort season people spoil experience, staff great speak just words spanish fine, guests couples french english german spanish, gay couples relaxed welcome, saw kids kiddie pool small playground, resort did n't cater kids european women sun bath topless discreet mature, not make issue not visit punta cana resort.since land resort experience cruise celebrity cruises high expectations not happier, negative bugs sunset bug spray problem night ocean breeze clam, american dollars welcome suggest taking ones tipping, big plus fresh water lagoon sooooo cool, locals use afternoon morning aqua shoes rocks slippery, water clear glass refreshing, small gift shop offered suntan lotion snacks small gifts great time enjoy self, punta cana resort club people bad experience try, spend n't,  ",4
15612,"vg agree good reports hotel.i stayed family superb room fantastic views, attention hotel really good, night came curtains closed ice bucket couple bottles complimentry water, children loved way changed carpet day lift match day week, want lovely base hong kong stay recommend,  ",5
19147,"nice room stayed 3 nights week feb 2008 wonderful stay, room king bed nice, tired walking beijing firm bed mend aching time got morning, did not accept upgrade checking, 30 extra day upgrade free breakfast not worth, used couple blocks away hotel day taiwan hotel great buffet breakfast just 14, hotel conveniently located metro stop street restaurants, bell desk recomended acrobatic did not worth, making commission tkts, wanted use services book trip great wall got nice trip half price, hotel lobby tiny desk thing not impressive,  ",4
938,"rex hotel king stayed rex times staff friendly capable pleasure deal, great location edge union square theaters chinatown, no hills climb, rex funky fun n't miss afternoon wine hour, special feature suites floor, accomodate guest bedroom living room quite large, suite contains 1 1/2 baths certainly adds comfort, room computers printer rarely busy free,  ",4
15422,"simply best value singapore booked hotel web sites best values singapore, not not disappointed pleasantly surprised, room clean spacious service excellent, balcony wanted outside steamy weather, bathtub important stretch, expensive rooms hotel street noise, highly recommend property business travelers looking bargain,  ",5
6094,"embassy suites dorado pr- excellent trip returned week embassy suites dorado del mar puerto rico march 7 flight home nightmare thanks continental story ca n't say good things hotel staff- perfect place looking low key relaxing vacation beautiful surroundings- beach small adequate just like float cool pool area large actually swim crashing people hot tub corner pool secluded plants crowded, staff kept room immaculate say try room upper floor weekend entertainment loud- close inner door wo n't hear it-although quite families young children hit week hotel n't fully booked able quiet areas retreat, free breakfast busy varied able grab tables little balcony area overlooking gorgeous courtyard mornings, ask cooks throw lukewarm pre-cooked meats potatoes grill cook order eggs greatly improves meal-the free cocktail hour nice littel break day sun sefvice good drinks premium brands, not big drinkers though- 2 person limit- plenty us.everyone working desk kids helped set chairs towels really enjoy jobs help asked, restaurant lobby oregano good variety good value food better expected, town el ladrillo treat- local art walls extra plus- little pricey worth it.there stores close outside complex no problem finding things need- plenty familiar chains around.if bacardi plant ask ferry catano old san juan 50 cents- n't drive, traffic brutal no place park- grab cab walk el morro-just careful drive not miss turn close dorado- good directions no sign dorado going west airport main highway- exit dorado right toll n't looking lots action premises great place use relaxing hideout central location travel nearby tourist sites, grounds hotel inviting did n't leave sightseeing 5 days n't bother going casino hyatt free shuttle disgusting smelly run down- not worth,  ",5
1226,"fantastic stayed casablanca 4 nights 6th february, advised hotel anniversary upgraded deluxe room bottle chilled champagne delivered room, nice touch, days arrival received phonecall hotel regarding transport airport, room bathroom extremely clean nice decor, staff excellent extremely pleasant helpful, cheese wine welcome cold day outside, gripe room hotel small bit noisy, booking ask room, location superb, hotel highly recommended,  ",5
9263,"n't listen hotel lovely just returned wonderful 4 day trip barcelona not recommend hotel highly, unlucky ba travellers flights cancelled make alternative flight arrangements, check hotel sympathetic helpful, arrival check treated beautifully, arranged trip birthday surprise boyfriend 5 minutes getting room complimentary bottle champagne arrived lovely maria works reception arranged, hotel situated perfectly 15 minute walk las ramblas close not right noise, lots comments written road walk las ramblas honest yes shabby road middle city expect, main police station road n't worry, just careful like, yes modern hotel quite business like contemporary n't book want character honest spending time room hotel wrong city, rooms good size double bed huge king king size, bathroom nice good little treats left, cleaned day, did breakfast day treat nice, personally n't pay extra breakfast couple restaurants outside great breakfast 6-10eu pay 14eu hotel, road outside busy honestly did n't notice spent time just enjoying city, certainly did n't notice noise issue, pool small nice great views roof.the metro paral-lel literally outside hotel reception happy advise stations needed sights good local restaurants, given map city metro check useful, buy 2 3 pass metro, 2 day cost 8eu use buses trainsi book hotel treatment received alone.tips obviously visit sangrada familia beautiful not miss park guell amazing examples gaudi beware walk metro long, try quinzenity placa reial las ramblas queue foods great reasonably priced 3 course meal expensive bottles wine, it__Ç_é_ big tourist spot nice place people watch, walk barri gotic great tapas bars display tapas bar held cocktail sticks help you__Ç_éÈe charged according sticks used, fantastic trip ca n't wait,  ",5
5156,"great place stay, lovely hotel short break, rooms spotless bathrooms clean breakfasts adequate, hotel walking distance places metro station street away handy getting, definitely stay,  ",5
7772,"exactly looking travel pleasure like explore city, means n't evaluate hotel concierge staff just look decent unobtrusive service, want comfortable room, want able lost city foot bunch cool places expected stagger hotel feel like come home better.the grand hyatt delivered.our suite 23rd floor incredible views downtown waterfront, clean comfortable, little surprised ask mini-fridge suite room asked desk room minutes, sad check seattle going try plan trip getting exact room again.if downside stay 23rd floor overly optimistic sense far away things, things window wanted visit thinking nearby street level quite hike getting,  ",5
13486,"best value hotel london stayed city inn twice far best hotel pound pound london, place welcoming entrance bedrooms.the staff reception extremely polite second time booked receptionist welcomed told glad nice touch, booked club room given 2 vouchers drinks arrival room lovely fruit basket waiting, rooms spacey extremely comfortable modern lcd tv dvd player connected stereo room hire dvd's.the millbank lounge hotel bar lit glorious red way does little adjust, staff serve drinks table warned prices tad high probably not best place value area, not comment restaurant tend eat restaurants.i certainly going served bus night bus pimlico tube 5 mins walk away, walk victoria coach station nice day,  ",5
3068,"good bad seaweed husband 17 year old daughter easter school break april 2nd 8th royal service, flew jfk new york not seat spare plane, let say stayed riu palace macao bahia principe riu palace punta cana compare property to.this trip punta cana school holiday daughter enter college fall, week thatis busy travelers kids couple contemplating punta cana stay away easter/passover holiday.royal service nice, employees told husband rs villas built paradisus palma real builtwhich literally right door, beach rs melia caribe beach palma real separated rope, wonder palma real look, wouldlove stay, rooms booked called master royal suite say basic room bahia principe cut half privacy wall size room suite, bathroom tiny sink big a.. jacuzzi does really use things, stall shower, sink hall daughter setup, really no place luggage clothes suitcase suitcases bed, place felt little cramped day husband upgraded bedroom master suite villa, difference small kitchen refrigerator small dining room nice sized living room sofa bed nice sized bedroom 2 bathrooms total 3 sinks, 2 flat screen tvs wall, not able catch american idol fox did espn husband able masters, stay enjoyable especially teenage daughter stuff.beach understand beaches north punta cana nicer wider no seaweed whatsoever, tells seaweed ca n't helped seaweed seaweed, certain expectation beaches pc prior trips, love stand sand water hit feet, melia nothing seaweed entire length beach, upset got travel agent phone told, tried riu palace bahia principe booked, not complainer gee wiz paying did n't want seaweed entire length beach, disgusting, like miracle thursday entire beach/shore line cleaned, brought trucks orsomething, nicer pleasant surprise, rs area beach lovely did not huts shade early afternoon opened people left, no low lying palm trees like riu bahia, properties little nook place lounger shade n't need hut, love low lying palm trees beach not melia, none, service beach attentive english spoken understood.understand n't tram ride rs beach villa small hike, daughter did walk day good exercise, good 5-7 minutes walk type physical condition prohibits lot walking wo n't able, food rs villas section, think start villa no, 46 way villa no, 53 54 ca n't remember, gabi pool bar restaurant rs customers rs villas, ate dinner night far best food dominican republic, reservations night japanese restaurant husband not young kids running went gabi, not make reservations gabi rest, dinner, service fantastic manager restaurant marcel morning evening, breakfast good, carried brand liquor thrilled husband beefeeter rocks dinner, bar drinks great, place nice impressed quite bit, husband loved best pc.lunch ate lunch day buffets near beach/pool.the food pretty good, just opinion food breakfast lunch basically resorts stayed, pizza pasta makesandwiches salads types veggies cooked severalways type fish different types meats lamb chicken beef pork, no problem, fact liked food, feel like overeat, service employees say dominican people, nicest hardest working people met, servicewas wonderful came language problems, tipped tipped just, basic overview place big stay royal service, tell bahia principe big bahia main road tram constantly running forth, villas specialty restaurants main road, melia confusing night daughter got tram took ride did n't know hell, lobby looks little run, lobby riu palace punta cana 2 lobbies bahia beautiful sparkle.we good time, lots people traveling time year airport busy came home, early make lines, cab hotel airport, saves time aggravation.i love riu palace punta cana bahia principe, royalservice wonderful husband loved willnot just property way big like beaches better near riu bahia iberostars majestic colonial neighborhood helps,  ",4
19475,"good time check-in resort gorgeous, arrived promptly courteously attended reception staff, served refreshing juice drink waited check-in completed swift, accomodations rooms beautiful, spacious meticuously maintained, working order arrived spotless, make towels creative designs decorate flowers enjoyment, did problem air conditioning room stay called reception desk maintenance room repairing problem 30 minutes, hint sure let maid service know face cloths require day leave, pool pools wonderfully maintained adequately sized, grounds staff chemically treated pools evening cleaned thoroughly morning, grounds grounds, plant life walkways, beautiful maintained, walkways cleaned day, lot centipedes dominican watched step, nature yields no, food did not make reservations specialty restaurants, simply ate buffets meal 10-day stay, breakfast wonderful, chef makes omelettes order wonderful selections, dinner good, themed nights things interesting offer variety selections, fruits vegetables fresh absolutely delicious, desserts not best saves calories wo n't hear complaining, way thomas jay waiter amazing, treated like royalty stay enjoyable.beach beach wonderful, walked walked powder soft white sand, ocean warm clear able amazing body surfing, highly recommend taking spin banana boats, fun, lot bare breasts n't appreciative 15-year-old son nasty did n't want look, lol entertainment entertainment staff worked hard, long hours day, guests entertained, personally like simply relax soak sun did n't really participate, did try water arobics times ok. nightly shows not best, dancers night performing basically routines different costumes, grew stale quite fast, games games nights entertaining michael jackson, note not smoker not dreadful sit theatre, surrounded cigar cigarette smoke, time eyes sting throat burns smell horrible, recommend sitting outside terrace watching try scrounge fresh air.bars drinks delicious, pina coladas, bar staff works hard ensure served prompt fashion manage no matter bar served, really nice time, just note staff resort work long hours hard, know tipping not mandatory honestly disgusts read people not tip, thoughts matter tip tip, deserve level service providing, treated especially waiter pleasure appreciated efforts make stay wonderful possible,  ",4
16443,"way make trip japan truly memorable absolutely beautiful hotel best service experienced, stayed hyatts trip grand tokyo park hyatt kyoto just opened march 2006, hotel spectacular, beautiful view city room, rooms gorgeous, service unbelievable, treated no matter, pool beautiful view city, new york style restaurant fabulous food jazz, going splurge trip stay, remember long time, grand hyatt nice does not compare hotel, grand busier hotel nice not level,  ",5
15749,"not class leading hotels world nice hotel large pool decent-sized rooms not class leading hotels world, marks/stains room service staff average best food restaurants average, plus points pool spa lovely,  ",3
15242,"unbelievable service leg honeymoon stopping amazing hotels topped, service staff unbelievable, felt like king queen, got upgrade suite honeymoon staff, hotel fantastic modern tranquil flash, restaraunts magnificent, recommend everyone.absolute luxury,  ",5
6671,"want star service stay star hotel, not going feel holiday partner went got paid for.the staff work hard blame little tired work week 52 hours week rooms simple sleep spend lot time room n't bother going holiday.the food pleantyfull n't like look whats offered n't eat buffet eat moaning sick.the hotel grounds beautiful watched weddings, falmingos peacocks ducks great touch.checking hotel fine somebody offers bag politely say no, thats say.shopping great n't afraid venture hotel, simple no acceptable leave, n't feel safe going hotel bring local market hotel twice week.if n't smoke n't like people smoking near bit away, not single person hotel grounds smokes, people holiday relax want smoke n't smoke just holiday chill out.the cleaning staff friendly come valuables suitcase common sense, dont panic relax remember traveling world country operates differently england, suggest not visit manati park dolphins wild captured dolphins overworked ill ill treated, 13 dolphins died year poor conditions, lovely ladies works coffee shop told process getting shut disgusting conditions animals kept, decide remember putting money carless guy pocket,  ",4
9335,"substandard just returned weekend stay hotel air berlin, impression 2-star hotel rated 3-star, breakfast poor standard, meats served pre-packed purchased lidl breakfast items nothing fresh apart rolls, breakfast service poor, not likely breakfast dirty tablecloth.hotel currently undergoing renovation early morning wake-up 7 drills hammers, building dust scaffolding not help make nice stay, not accommodation meets standards shown hotel photographs, lot dated no hairdryers bathrooms etc.hotel breakfast room/bar dated.overall poor standard comparing 3-star accommodation berlin large european cities,  ",1
